timestamp_s,x_m,y_m,z_m,qx,qy,qz,qw,vx_mps,vy_mps,vz_mps,wx_radps,wy_radps,wz_radps,cmd_v_mps,cmd_w_radps
2.08000000,-9.38527298,10.09673309,0.10670689,0.03354213,0.03121085,-0.35078424,0.93533480,0.48875958,-0.42516163,-0.05324519,-0.00045871,0.00111400,-0.01310591,0.64998722,-0.01316116
2.10000000,-9.37549973,10.08822823,0.10564187,0.03353799,0.03121530,-0.35090834,0.93528825,0.48864588,-0.42529115,-0.05325222,-0.00046221,0.00112251,-0.01320604,0.64998704,-0.01326171
2.12000000,-9.36572838,10.07972050,0.10457672,0.03353382,0.03121979,-0.35103354,0.93524128,0.48853108,-0.42542174,-0.05325931,-0.00046645,0.00113281,-0.01332723,0.64998680,-0.01338341
2.14000000,-9.35595989,10.07120991,0.10351143,0.03352959,0.03122433,-0.35116002,0.93519378,0.48841506,-0.42555362,-0.05326645,-0.00047149,0.00114504,-0.01347109,0.64998651,-0.01352789
2.16000000,-9.34619331,10.06269741,0.10244599,0.03352532,0.03122891,-0.35128802,0.93514574,0.48829752,-0.42568704,-0.05327368,-0.00047738,0.00115935,-0.01363952,0.64998615,-0.01369702
2.18000000,-9.33642864,10.05418110,0.10138041,0.03352098,0.03123357,-0.35141781,0.93509698,0.48817831,-0.42582226,-0.05328100,-0.00048422,0.00117595,-0.01383471,0.64998579,-0.01389304
2.20000000,-9.32666683,10.04566288,0.10031468,0.03351658,0.03123829,-0.35154960,0.93504745,0.48805714,-0.42595950,-0.05328843,-0.00049207,0.00119503,-0.01405924,0.64998531,-0.01411852
2.22000000,-9.31690788,10.03714180,0.09924880,0.03351305,0.03124208,-0.35165524,0.93500769,0.48796749,-0.42607602,-0.05329520,-0.00028902,0.00070191,-0.00825777,0.64999491,-0.00829259
2.24000000,-9.30714989,10.02861881,0.09818283,0.03351042,0.03124490,-0.35173392,0.93497813,0.48789516,-0.42615801,-0.05329963,-0.00029386,0.00071364,-0.00839585,0.64999479,-0.00843125
2.26000000,-9.29739285,10.02009487,0.09711678,0.03350774,0.03124777,-0.35181403,0.93494797,0.48782152,-0.42624146,-0.05330415,-0.00029920,0.00072664,-0.00854869,0.64999455,-0.00858473
2.28000000,-9.28763771,10.01156807,0.09605062,0.03350502,0.03125070,-0.35189569,0.93491721,0.48774642,-0.42632645,-0.05330874,-0.00030512,0.00074099,-0.00871758,0.64999437,-0.00875433
2.30000000,-9.27788353,10.00304031,0.09498437,0.03350223,0.03125368,-0.35197905,0.93488586,0.48766974,-0.42641324,-0.05331344,-0.00031164,0.00075684,-0.00890402,0.64999413,-0.00894156
2.32000000,-9.26813126,9.99451065,0.09391804,0.03349938,0.03125674,-0.35206428,0.93485373,0.48759124,-0.42650196,-0.05331823,-0.00031884,0.00077432,-0.00910972,0.64999384,-0.00914813
2.34000000,-9.25838089,9.98597908,0.09285160,0.03349646,0.03125986,-0.35215163,0.93482089,0.48751083,-0.42659280,-0.05332314,-0.00032678,0.00079362,-0.00933670,0.64999354,-0.00937606
2.36000000,-9.24863148,9.97744656,0.09178506,0.03349346,0.03126308,-0.35224125,0.93478709,0.48742822,-0.42668602,-0.05332817,-0.00033556,0.00081492,-0.00958728,0.64999318,-0.00962770
2.38000000,-9.23888397,9.96891212,0.09071846,0.03349215,0.03126448,-0.35228035,0.93477237,0.48739645,-0.42673039,-0.05333083,-0.00014695,0.00035688,-0.00419857,0.64999866,-0.00421628
2.40000000,-9.22913456,9.96037292,0.08970389,0.03204926,0.02806960,-0.35244569,0.93486202,0.48749131,-0.42716408,-0.04879777,-0.00013158,0.00035089,-0.00438610,0.64999855,-0.00440208
2.42000000,-9.21938610,9.95182896,0.08872789,0.03204799,0.02807105,-0.35248813,0.93484598,0.48745221,-0.42720824,-0.04880013,-0.00013678,0.00036476,-0.00455948,0.64999849,-0.00457609
2.44000000,-9.20963764,9.94328403,0.08775186,0.03204666,0.02807257,-0.35253230,0.93482935,0.48741153,-0.42725420,-0.04880258,-0.00014232,0.00037952,-0.00474399,0.64999831,-0.00476128
2.46000000,-9.19988918,9.93473816,0.08677411,0.02938987,0.03506079,-0.35262433,0.93464595,0.48675352,-0.42711180,-0.05607276,-0.00022222,0.00039505,-0.00493814,0.64999819,-0.00495890
2.48000000,-9.19015503,9.92619514,0.08565263,0.02938808,0.03506230,-0.35267222,0.93462789,0.48670936,-0.42716166,-0.05607476,-0.00023096,0.00041060,-0.00513251,0.64999807,-0.00515409
2.50000000,-9.18042183,9.91765118,0.08453110,0.02938621,0.03506386,-0.35272190,0.93460912,0.48666355,-0.42721334,-0.05607683,-0.00023964,0.00042602,-0.00532525,0.64999789,-0.00534764
2.52000000,-9.17068863,9.90910625,0.08340954,0.02938515,0.03506475,-0.35275015,0.93459845,0.48663911,-0.42724416,-0.05607820,-0.00002584,0.00004594,-0.00057421,0.64999998,-0.00057663
2.54000000,-9.16095638,9.90056133,0.08228797,0.02938490,0.03506495,-0.35275674,0.93459600,0.48663303,-0.42725104,-0.05607847,-0.00003341,0.00005939,-0.00074244,0.64999998,-0.00074556
2.56000000,-9.15122414,9.89201641,0.08116640,0.02938460,0.03506522,-0.35276496,0.93459290,0.48662546,-0.42725956,-0.05607882,-0.00004119,0.00007323,-0.00091543,0.64999992,-0.00091928
2.58000000,-9.14149094,9.88347054,0.08004481,0.02938423,0.03506552,-0.35277483,0.93458915,0.48661634,-0.42726985,-0.05607923,-0.00004923,0.00008752,-0.00109395,0.64999992,-0.00109855
